SALE DATE,BLOCK,LOT,YEAR BUILT,ZIP CODE,SALE PRICE
2014-02-27,1522,50,1925,10128,920000
2014-03-13,1522,50,1925,10128,2400000
2014-10-17,1522,50,1925,10128,999250
2014-01-14,1522,59,1923,10128,495000
2014-01-13,1522,59,1923,10128,475000
2014-02-19,1522,59,1923,10128,799000
2014-03-31,1522,59,1923,10128,745000
2014-08-11,1522,59,1923,10128,527500
2014-09-10,1522,59,1923,10128,989206
2014-09-24,1522,59,1923,10128,1297500
2014-04-11,1523,1,1961,10128,489000
2014-01-27,1523,14,1928,10128,1460000
2014-07-28,1523,14,1928,10128,1433000
2014-08-01,1523,14,1928,10128,650000
2014-04-09,1524,44,1928,10128,1900000
2014-08-12,1524,44,1928,10128,497500
2014-01-16,1525,1,1963,10075,1800000
2014-02-24,1525,1,1963,10075,1300000
2014-03-18,1525,1,1963,10075,1527371
2014-02-20,1525,1,1963,10075,1810000
2014-06-12,1525,1,1963,10075,1457000
2014-07-10,1525,1,1963,10075,30420
2014-08-19,1525,1,1963,10075,1450000
2014-10-17,1525,1,1963,10075,1198000
2014-11-24,1525,1,1963,10075,2100000
2014-02-24,1525,9,1947,10075,872500
2014-04-09,1525,9,1947,10075,850000
2014-07-10,1525,9,1947,10075,875000
2014-03-14,1525,13,1930,10075,470000
2014-03-24,1525,13,1930,10075,269000
2014-04-22,1525,13,1930,10075,580000
2014-06-05,1525,13,1930,10075,289000
2014-08-04,1525,13,1930,10075,1300000
2014-10-24,1525,13,1930,10075,870000
2014-11-20,1525,13,1930,10075,280000
2014-01-22,1525,15,1930,10075,930000
2014-02-18,1525,15,1930,10075,810000
2014-02-18,1525,15,1930,10075,999000
2014-11-17,1525,19,1970,10075,385000
2014-01-15,1525,21,1957,10075,1125000
2014-01-21,1525,21,1957,10075,1200000
2014-01-24,1525,21,1957,10075,450000
2014-02-06,1525,21,1957,10075,1400000
2014-05-21,1525,21,1957,10075,785000
2014-08-13,1525,21,1957,10075,1750000
2014-02-06,1525,36,1962,10075,470000
2014-06-05,1525,36,1962,10075,635000
2014-07-16,1525,36,1962,10075,707000
2014-02-20,1529,1,1964,10028,1200000
2014-03-24,1529,31,1962,10028,265000
2014-04-02,1529,31,1962,10028,285000
2014-09-23,1529,31,1962,10028,327000
2014-11-05,1529,31,1962,10028,239000
2014-02-03,1529,45,1961,10028,695497
2014-02-24,1529,45,1961,10028,275097
2014-05-23,1529,45,1961,10028,830000
2014-05-29,1529,45,1961,10028,1550000
2014-05-29,1529,45,1961,10028,2400000
2014-09-22,1529,45,1961,10028,400000
2014-10-09,1529,45,1961,10028,950000
2014-10-17,1529,45,1961,10028,775000
2014-12-04,1529,45,1961,10028,955000
2014-02-25,1532,15,1983,10028,450000
2014-03-19,1532,15,1983,10028,475000
2014-04-16,1532,15,1983,10028,516018
2014-04-11,1532,15,1983,10028,480000
2014-01-08,1532,22,1970,10028,835000
2014-01-29,1532,22,1970,10028,1745000
2014-01-30,1532,22,1970,10028,849000
2014-03-12,1532,22,1970,10028,1360000
2014-06-09,1532,22,1970,10028,595000
2014-07-01,1532,22,1970,10028,42588
2014-07-30,1532,22,1970,10028,790000
2014-10-02,1532,22,1970,10028,1879000
2014-09-17,1532,22,1970,10028,475000
2014-10-16,1532,22,1970,10028,610000
2014-09-11,1532,22,1970,10028,520000
2014-10-28,1532,22,1970,10028,700000
2014-11-14,1532,22,1970,10028,925000
2014-11-21,1532,22,1970,10028,580000
2014-11-26,1532,22,1970,10028,2162500
2014-08-12,1532,22,1970,10028,821424
2014-12-29,1532,22,1970,10028,557000
2014-02-04,1532,39,1960,10128,751000
2014-04-23,1533,22,1966,10128,975000
2014-06-17,1533,22,1966,10128,257500
2014-06-26,1533,22,1966,10128,995000
2014-02-26,1533,122,1962,10128,709500
2014-04-22,1533,122,1962,10128,1160000
2014-05-12,1533,122,1962,10128,470000
2014-06-16,1533,122,1962,10128,526666
2014-06-16,1533,122,1962,10128,650000
2014-07-07,1533,122,1962,10128,730000
2014-07-16,1533,122,1962,10128,1176300
2014-12-02,1533,122,1962,10128,870575
2014-01-15,1535,3,1980,10128,845000
2014-01-14,1535,3,1980,10128,1112500
2014-01-09,1535,3,1980,10128,585000
2014-02-03,1535,3,1980,10128,2500000
2014-08-06,1535,3,1980,10128,609000
2014-08-28,1535,3,1980,10128,1170000
2014-09-24,1535,3,1980,10128,640000
2014-11-06,1535,3,1980,10128,720000
2014-10-09,1535,3,1980,10128,680000
2014-06-16,1542,14,1929,10075,1200000
2014-07-29,1542,14,1929,10075,586700
2014-09-15,1542,14,1929,10075,888030
2014-12-01,1542,14,1929,10075,1074000
2014-01-06,1542,19,1961,10075,940000
2014-01-13,1542,19,1961,10075,362000
2014-03-20,1542,19,1961,10075,1077000
2014-05-27,1542,19,1961,10075,440000
2014-06-12,1542,19,1961,10075,1320000
2014-06-25,1542,19,1961,10075,702000
2014-07-10,1542,19,1961,10075,2500000
2014-07-16,1542,19,1961,10075,635000
2014-07-18,1542,19,1961,10075,1165000
2014-08-18,1542,19,1961,10075,512500
2014-08-14,1542,19,1961,10075,478000
2014-07-21,1542,19,1961,10075,2650000
2014-08-20,1542,19,1961,10075,1600000
2014-08-21,1542,19,1961,10075,1125000
2014-10-09,1542,19,1961,10075,400000
2014-10-09,1542,19,1961,10075,549000
2014-11-12,1542,19,1961,10075,600000
2014-11-12,1542,19,1961,10075,925000
2014-11-18,1542,19,1961,10075,1130000
2014-12-10,1542,19,1961,10075,676250
2014-12-31,1542,19,1961,10075,660000
2014-01-13,1542,33,1957,10075,492000
2014-02-14,1542,33,1957,10075,312000
2014-01-31,1542,33,1957,10075,700000
2014-03-25,1542,33,1957,10075,299500
2014-07-28,1542,33,1957,10075,285000
2014-07-31,1542,33,1957,10075,555000
2014-07-24,1542,33,1957,10075,665000
2014-10-24,1542,33,1957,10075,310000
2014-01-10,1543,9,1920,10075,430000
2014-04-16,1543,9,1920,10075,549000
2014-05-29,1543,9,1920,10075,472000
2014-10-20,1543,9,1920,10075,760000
2014-12-16,1543,9,1920,10075,554000
2014-03-04,1543,14,1940,10075,825000
2014-05-19,1543,14,1940,10075,810000
2014-05-13,1543,14,1940,10075,520000
2014-07-31,1543,14,1940,10075,440000
2014-08-21,1543,14,1940,10075,345000
2014-12-22,1543,14,1940,10075,800000
2014-12-23,1543,14,1940,10075,800000
2014-12-22,1543,14,1940,10075,800000
2014-05-30,1543,18,1920,10075,450000
2014-08-13,1543,18,1920,10075,733000
2014-10-23,1543,18,1920,10075,419000
2014-01-13,1544,19,1963,10028,310000
2014-05-19,1544,19,1963,10028,636000
2014-06-18,1544,19,1963,10028,347000
2014-05-22,1544,19,1963,10028,333000
2014-08-06,1544,19,1963,10028,700000
2014-08-15,1544,19,1963,10028,950000
2014-09-12,1544,19,1963,10028,375000
2014-09-30,1544,19,1963,10028,370000
2014-10-06,1544,19,1963,10028,352500
2014-10-06,1544,19,1963,10028,355000
2014-10-31,1544,19,1963,10028,865000
2014-12-23,1544,19,1963,10028,325000
2014-12-30,1544,19,1963,10028,465000
2014-02-18,1545,34,1925,10028,301300
2014-05-13,1545,34,1925,10028,440000
2014-06-27,1545,34,1925,10028,309000
2014-08-07,1545,34,1925,10028,286000
2014-08-07,1545,34,1925,10028,553000
2014-09-18,1545,34,1925,10028,277500
2014-04-29,1546,6,1910,10028,377000
2014-08-26,1546,9,1978,10028,1294535
2014-10-09,1546,9,1978,10028,1200000
2014-04-09,1546,35,1920,10028,455000
2014-01-27,1547,49,1987,10028,841000
2014-04-03,1547,49,1987,10028,640000
2014-04-16,1547,49,1987,10028,1675000
2014-05-27,1547,49,1987,10028,700000
2014-06-03,1547,49,1987,10028,530000
2014-06-25,1547,49,1987,10028,799000
2014-06-12,1547,49,1987,10028,500000
2014-07-28,1547,49,1987,10028,898000
2014-07-23,1547,49,1987,10028,1625000
2014-07-30,1547,49,1987,10028,1365000
2014-07-31,1547,49,1987,10028,1320000
2014-09-09,1547,49,1987,10028,525000
2014-09-03,1547,49,1987,10028,1625000
2014-10-02,1547,49,1987,10028,950000
2014-08-15,1549,18,1971,10028,580000
2014-09-18,1549,18,1971,10028,499000
2014-10-02,1549,18,1971,10028,795000
2014-01-24,1550,1,1973,10128,449000
2014-03-14,1550,1,1973,10128,597500
2014-03-24,1550,1,1973,10128,454000
2014-06-03,1550,1,1973,10128,672045
2014-08-28,1550,1,1973,10128,540000
2014-11-10,1550,1,1973,10128,469000
2014-03-21,1550,7,1959,10128,660000
2014-06-06,1550,7,1959,10128,400000
2014-06-03,1550,7,1959,10128,280000
2014-06-24,1550,7,1959,10128,525000
2014-01-20,1550,7,1959,10128,325000
2014-03-07,1550,45,1957,10128,585000
2014-10-10,1550,45,1957,10128,539000
2014-07-01,1551,5,1929,10128,885000
2014-10-09,1551,5,1929,10128,735000
2014-09-04,1552,9,1925,10128,330000
2014-10-10,1552,9,1925,10128,249000
2014-10-28,1552,9,1925,10128,373250
2014-11-04,1552,9,1925,10128,375000
2014-11-25,1552,13,1950,10128,345000
2014-12-01,1552,13,1950,10128,365000
2014-07-08,1553,20,1910,10128,690000
2014-01-14,1554,23,2007,10128,2087412
2014-01-24,1554,23,2007,10128,1766663
2014-02-06,1554,23,2007,10128,2647450
2014-04-25,1554,23,2007,10128,2194090
2014-05-19,1554,23,2007,10128,1781937
2014-07-18,1554,23,2007,10128,1399000
2014-09-16,1554,23,2007,10128,1080000
2014-09-29,1554,23,2007,10128,2240150
2014-10-16,1554,23,2007,10128,3900000
2014-08-21,1554,23,2007,10128,2222961
2014-10-17,1554,23,2007,10128,1625000
2014-10-20,1554,23,2007,10128,30420
2014-10-20,1554,23,2007,10128,25350
2014-11-13,1554,23,2007,10128,1500000
2014-02-21,1555,23,1980,10128,465000
2014-02-18,1555,23,1980,10128,485000
2014-02-28,1555,23,1980,10128,425000
2014-04-02,1555,23,1980,10128,460000
2014-04-10,1555,23,1980,10128,425000
2014-05-27,1555,23,1980,10128,455000
2014-05-30,1555,23,1980,10128,438000
2014-05-19,1555,23,1980,10128,470000
2014-06-18,1555,23,1980,10128,415000
2014-07-31,1555,23,1980,10128,480000
2014-08-19,1555,23,1980,10128,474000
2014-08-11,1555,23,1980,10128,460000
2014-09-09,1555,23,1980,10128,479000
2014-10-20,1555,23,1980,10128,469000
2014-12-17,1555,23,1980,10128,780000
2014-11-25,1555,23,1980,10128,510000
2014-01-06,1556,23,1974,10128,459100
2014-01-22,1556,23,1974,10128,534581
2014-03-05,1556,23,1974,10128,405000
2014-03-20,1556,23,1974,10128,492500
2014-06-05,1556,23,1974,10128,405000
2014-06-03,1556,23,1974,10128,675000
2014-07-14,1556,23,1974,10128,460000
2014-08-14,1556,23,1974,10128,670000
2014-08-05,1556,23,1974,10128,453500
2014-08-28,1556,23,1974,10128,490000
2014-08-27,1556,23,1974,10128,113669
2014-11-10,1556,23,1974,10128,475000
2014-02-21,1559,10,1955,10075,727500
2014-02-27,1559,10,1955,10075,850000
2014-05-01,1559,10,1955,10075,420000
2014-06-19,1559,10,1955,10075,587500
2014-08-12,1559,10,1955,10075,1835000
2014-10-09,1559,10,1955,10075,370000
2014-10-15,1559,10,1955,10075,670000
2014-11-25,1559,10,1955,10075,800000
2014-04-07,1560,5,1959,10075,319000
2014-04-17,1560,5,1959,10075,300000
2014-05-27,1560,5,1959,10075,259000
2014-06-02,1560,5,1959,10075,400000
2014-06-03,1560,5,1959,10075,380000
2014-06-12,1560,5,1959,10075,360000
2014-08-19,1560,5,1959,10075,407500
2014-11-24,1562,5,1910,10028,389000
2014-12-12,1562,5,1910,10028,395000
2014-02-27,1563,32,1964,10028,499500
2014-06-27,1563,32,1964,10028,652000
2014-10-31,1563,32,1964,10028,595000
2014-12-18,1563,32,1964,10028,637000
2014-01-02,1564,47,1962,10028,640000
2014-05-01,1564,47,1962,10028,970000
2014-08-05,1564,47,1962,10028,770000
2014-10-10,1564,47,1962,10028,545000
2014-12-23,1564,47,1962,10028,630000
2014-04-15,1565,9,1959,10028,415000
2014-08-20,1565,9,1959,10028,470000
2014-02-10,1565,17,1958,10028,465000
2014-03-18,1565,17,1958,10028,207500
2014-06-10,1565,17,1958,10028,940000
2014-02-20,1565,28,1959,10028,80000
2014-07-30,1565,28,1959,10028,305000
2014-08-19,1565,28,1959,10028,926500
2014-02-25,1565,29,1973,10028,495000
2014-02-05,1565,29,1973,10028,1762500
2014-04-30,1565,29,1973,10028,520000
2014-06-20,1565,29,1973,10028,610000
2014-07-15,1565,29,1973,10028,565000
2014-10-29,1565,29,1973,10028,1272812
2014-10-15,1565,29,1973,10028,3250000
2014-12-30,1565,29,1973,10028,2050000
2014-05-19,1566,1,1963,10028,385000
2014-11-03,1566,1,1963,10028,1200000
2014-08-28,1566,10,1929,10028,2425000
2014-09-08,1566,10,1929,10028,1200000
2014-01-27,1566,14,1910,10028,505000
2014-02-11,1566,14,1910,10028,525000
2014-05-15,1566,14,1910,10028,605858
2014-06-19,1566,14,1910,10028,458540
2014-09-23,1566,14,1910,10028,560000
2014-09-30,1566,14,1910,10028,505000
2014-10-30,1566,14,1910,10028,549835
2014-12-16,1566,14,1910,10028,560000
2014-12-16,1566,14,1910,10028,526266
2014-04-17,1566,14,1910,10028,415000
2014-01-22,1566,17,1961,10028,367500
2014-02-12,1566,17,1961,10028,380000
2014-05-21,1566,17,1961,10028,635000
2014-05-20,1566,17,1961,10028,1540000
2014-06-30,1566,17,1961,10028,382000
2014-06-30,1566,17,1961,10028,391800
2014-10-21,1566,17,1961,10028,400000
2014-11-26,1566,17,1961,10028,1057500
2014-01-06,1566,29,1905,10128,235000
2014-01-24,1566,29,1905,10128,335450
2014-06-18,1566,29,1905,10128,195000
2014-07-08,1566,29,1905,10128,410000
2014-07-31,1567,104,1910,10128,567153
2014-07-17,1568,15,1915,10128,440000
2014-12-22,1568,15,1915,10128,585000
2014-01-16,1569,16,1971,10128,840000
2014-01-21,1569,16,1971,10128,485000
2014-01-30,1569,16,1971,10128,1870000
2014-01-06,1569,16,1971,10128,520000
2014-03-13,1569,16,1971,10128,1100000
2014-05-15,1569,16,1971,10128,725000
2014-07-10,1569,16,1971,10128,660000
2014-06-10,1569,16,1971,10128,1250000
2014-07-16,1569,16,1971,10128,830000
2014-08-14,1569,16,1971,10128,887500
2014-09-09,1569,16,1971,10128,1070000
2014-10-15,1569,16,1971,10128,899000
2014-11-25,1569,16,1971,10128,720000
2014-08-06,1569,16,1971,10128,899000
2014-12-23,1569,16,1971,10128,720000
2014-12-23,1569,16,1971,10128,3025000
2014-08-28,1570,12,1985,10128,405000
2014-10-17,1570,12,1985,10128,400000
2014-05-21,1571,8,1901,10128,1400000
2014-12-16,1571,8,1901,10128,1325000
2014-02-06,1576,1,1960,10075,1275000
2014-03-13,1576,1,1960,10075,532000
2014-03-13,1576,1,1960,10075,1210000
2014-05-27,1576,1,1960,10075,1090000
2014-06-13,1576,1,1960,10075,2595000
2014-07-08,1576,1,1960,10075,1350000
2014-06-30,1576,1,1960,10075,350000
2014-09-22,1576,1,1960,10075,625000
2014-11-25,1576,1,1960,10075,1084809
2014-04-01,1576,5,1963,10075,487500
2014-08-14,1576,5,1963,10075,432500
2014-09-30,1576,5,1963,10075,490000
2014-10-09,1576,5,1963,10075,450000
2014-12-04,1576,5,1963,10075,1500000
2014-12-18,1576,5,1963,10075,1165000
2014-12-17,1576,5,1963,10075,425000
2014-12-29,1576,5,1963,10075,455000
2014-12-15,1576,5,1963,10075,560000
2014-01-30,1576,14,1981,10075,2750000
2014-11-26,1576,14,1981,10075,1075000
2014-02-20,1576,27,1957,10075,975100
2014-06-11,1576,27,1957,10075,469900
2014-07-17,1576,27,1957,10075,310000
2014-08-19,1576,27,1957,10075,585000
2014-09-16,1576,27,1957,10075,600000
2014-10-08,1576,27,1957,10075,585000
2014-11-12,1576,27,1957,10075,3700000
2014-12-29,1576,27,1957,10075,1280000
2014-02-04,1579,5,1950,10028,519500
2014-02-10,1579,5,1950,10028,299900
2014-07-09,1579,5,1950,10028,550000
2014-06-16,1579,15,1962,10028,975000
2014-08-20,1579,15,1962,10028,734000
2014-12-19,1579,15,1962,10028,975000
2014-06-17,1579,49,1965,10028,1300000
2014-07-17,1579,49,1965,10028,1995000
2014-09-19,1579,49,1965,10028,745000
2014-09-12,1579,49,1965,10028,795000
2014-10-08,1579,49,1965,10028,1385000
2014-11-20,1579,49,1965,10028,1065000
2014-11-14,1579,49,1965,10028,435000
2014-11-26,1579,49,1965,10028,1025000
2014-11-17,1579,49,1965,10028,1975000
2014-11-17,1579,49,1965,10028,879000
2014-05-07,1580,23,1958,10028,297500
2014-06-24,1580,23,1958,10028,955000
2014-07-23,1580,23,1958,10028,550000
2014-07-28,1580,23,1958,10028,1540000
2014-07-28,1580,23,1958,10028,545000
2014-08-25,1580,23,1958,10028,1200000
2014-09-11,1580,23,1958,10028,615000
2014-03-11,1580,32,1910,10028,245000
2014-06-05,1580,33,1920,10028,280000
2014-07-30,1580,33,1920,10028,277000
2014-07-23,1580,33,1920,10028,1275000
2014-09-03,1580,33,1920,10028,290000
2014-10-30,1580,33,1920,10028,960000
2014-11-04,1580,33,1920,10028,280000
2014-12-10,1580,33,1920,10028,280000
2014-08-13,1580,43,1910,10028,300000
2014-10-06,1580,43,1910,10028,475000
2014-03-17,1582,5,1962,10028,671175
2014-06-23,1582,5,1962,10028,449500
2014-07-21,1582,5,1962,10028,568500
2014-08-05,1582,23,1931,10028,10250000
2014-09-15,1582,30,1929,10028,7250000
2014-07-24,1582,34,1928,10028,3250000
2014-07-22,1582,40,1929,10028,4012500
2014-09-15,1582,40,1929,10028,1825000
2014-05-21,1582,46,1958,10028,872030
2014-07-29,1582,46,1958,10028,880000
2014-07-28,1582,46,1958,10028,2915000
2014-08-06,1582,46,1958,10028,1325000
2014-07-17,1583,9,1939,10028,650500
2014-07-25,1583,9,1939,10028,600000
2014-09-04,1583,9,1939,10028,2625000
2014-10-21,1583,9,1939,10028,560000
2014-05-09,1583,9,1939,10028,515000
2014-04-07,1583,12,1962,10028,985000
2014-05-06,1583,12,1962,10028,1700000
2014-09-02,1583,12,1962,10028,1903000
2014-09-05,1583,12,1962,10028,850000
2014-10-22,1583,12,1962,10028,1200000
2014-10-23,1583,12,1962,10028,692500
2014-11-19,1583,12,1962,10028,1285000
2014-12-23,1583,12,1962,10028,1100000
2014-12-18,1583,12,1962,10028,1800000
2014-01-03,1583,15,1960,10028,2065000
2014-01-24,1583,15,1960,10028,3150000
2014-04-21,1583,15,1960,10028,1540000
2014-04-17,1583,15,1960,10028,2100000
2014-05-08,1583,15,1960,10028,1705000
2014-04-10,1585,8,1920,10128,345000
2014-08-13,1585,18,1905,10128,510000
2014-03-31,1585,23,1960,10128,2800000
2014-04-28,1585,23,1960,10128,1963500
2014-07-10,1585,23,1960,10128,2850000
2014-10-14,1585,23,1960,10128,1009855
2014-11-10,1585,23,1960,10128,2050000
2014-11-19,1585,23,1960,10128,1625000
2014-11-07,1585,23,1960,10128,2600000
2014-12-30,1585,23,1960,10128,1675000
2014-01-06,1586,5,1942,10128,1295000
2014-02-20,1586,5,1942,10128,625000
2014-03-06,1586,5,1942,10128,1300000
2014-02-18,1586,5,1942,10128,400000
2014-05-13,1586,5,1942,10128,1800000
2014-06-12,1586,5,1942,10128,1112500
2014-11-26,1586,5,1942,10128,300000
2014-10-02,1586,13,1942,10128,455000
2014-11-11,1586,13,1942,10128,450000
2014-11-18,1586,13,1942,10128,1275000
2014-01-02,1586,21,1952,10128,312500
2014-04-03,1586,21,1952,10128,1200000
2014-07-01,1586,21,1952,10128,1050000
2014-07-28,1586,21,1952,10128,664000
2014-07-24,1586,21,1952,10128,1125000
2014-08-04,1586,21,1952,10128,720000
2014-07-29,1586,21,1952,10128,2500000
2014-04-30,1586,35,1942,10128,529000
2014-04-08,1586,35,1942,10128,880000
2014-06-05,1586,35,1942,10128,180000
2014-07-22,1586,35,1942,10128,1300000
2014-08-04,1586,35,1942,10128,550000
2014-02-19,1586,43,1942,10128,999000
2014-03-27,1586,43,1942,10128,582000
2014-09-10,1586,43,1942,10128,490000
2014-02-28,1589,2,1929,10075,4250000
2014-01-21,1589,23,1942,10028,1225000
2014-05-29,1589,23,1942,10028,740000
2014-04-07,1589,23,1942,10028,380000
2014-12-08,1589,23,1942,10028,675000
2014-01-17,1589,34,1951,10028,506999
2014-01-30,1589,34,1951,10028,430000
2014-06-20,1589,34,1951,10028,975000
2014-12-02,1589,34,1951,10028,525000
2014-12-15,1589,34,1951,10028,695000
2014-12-17,1589,34,1951,10028,499999
2014-12-19,1589,34,1951,10028,937500
2014-05-29,1589,41,1951,10028,675000
2014-07-25,1589,41,1951,10028,1395000
2014-08-18,1589,41,1951,10028,2495000
2014-12-03,1589,41,1951,10028,1200000
2014-04-30,1590,7,1953,10028,405000
2014-05-07,1590,7,1953,10028,631315
2014-05-14,1590,7,1953,10028,2750000
2014-09-10,1590,7,1953,10028,865000
2014-12-30,1590,7,1953,10028,1850000
2014-01-22,1590,8,1963,10028,325000
2014-02-21,1590,8,1963,10028,280000
2014-02-26,1590,8,1963,10028,1685000
2014-04-03,1590,8,1963,10028,775000
2014-06-02,1590,8,1963,10028,1225000
2014-07-15,1590,8,1963,10028,742690
2014-08-21,1590,8,1963,10028,1374637
2014-07-31,1590,8,1963,10028,1374637
2014-10-29,1590,8,1963,10028,3700000
2014-07-09,1590,30,1930,10028,64896
2014-08-13,1590,30,1930,10028,3900000
2014-05-01,1590,44,1929,10028,1500000
2014-06-09,1590,44,1929,10028,910000
2014-05-20,1534,1307,0,10128,380000
2014-09-09,1491,1062,0,10075,940000
2014-08-14,1491,1075,0,10075,2750000
2014-06-06,1491,1102,0,10075,1842500
2014-05-14,1491,1155,0,10075,2750000
2014-06-27,1493,1007,1981,10028,7757500
2014-11-19,1496,1021,1987,10028,7380000
2014-02-12,1496,1041,1987,10028,5500000
2014-07-30,1496,1053,1987,10028,2250000
2014-02-05,1496,1058,1987,10028,2375000
2014-12-17,1496,1075,1987,10028,2700000
2014-07-31,1496,1076,1987,10028,2636750
2014-07-22,1496,1080,1987,10028,5075000
2014-05-22,1498,1011,1920,10028,1462500
2014-06-30,1498,1045,1920,10028,3500000
2014-01-27,1503,1007,1920,10128,10500000
2014-07-22,1505,1017,0,10128,685000
2014-12-15,1505,1048,1984,10128,1087500
2014-01-22,1505,1051,1984,10128,3350000
2014-10-08,1505,1100,1984,10128,1895000
2014-07-29,1505,1152,1984,10128,920000
2014-10-07,1505,1262,1984,10128,6700000
2014-02-21,1508,1002,2012,10075,11847338
2014-07-16,1508,1003,2012,10075,13250000
2014-05-22,1508,1003,2012,10075,8807862
2014-01-07,1508,1020,2012,10075,9622462
2014-01-07,1508,1021,2012,10075,10513431
2014-01-31,1508,1027,2012,10075,23419750
2014-04-17,1508,1028,2012,10075,21892375
2014-11-13,1508,1031,2012,10075,22705312
2014-08-20,1510,1018,1985,10028,1100000
2014-06-27,1510,1030,1985,10028,2225000
2014-02-06,1510,1042,1985,10028,975000
2014-10-31,1510,1086,1985,10028,2475000
2014-07-15,1510,1090,1985,10028,1300000
2014-07-29,1511,1106,1929,10028,1250000
2014-12-17,1512,1104,0,10028,616667
2014-05-12,1513,1015,1987,10028,700000
2014-04-24,1513,1018,1987,10028,750000
2014-04-01,1513,1026,1987,10028,685000
2014-10-22,1513,1065,1987,10028,1450000
2014-04-04,1513,1082,1987,10028,830000
2014-11-17,1513,1083,1987,10028,1425000
2014-10-24,1513,1097,1987,10028,805000
2014-02-11,1513,1097,1987,10028,658333
2014-06-25,1513,1128,1987,10028,2365000
2014-10-09,1513,1308,1986,10028,850000
2014-06-16,1513,1315,1986,10028,700000
2014-12-08,1513,1351,1986,10028,705000
2014-04-02,1513,1380,1986,10028,785000
2014-04-08,1514,1103,2007,10028,3600000
2014-07-11,1514,1116,2007,10028,4295000
2014-12-31,1514,1155,2007,10028,5000000
2014-12-19,1514,1164,2007,10028,5400000
2014-06-26,1514,1192,2007,10028,4000000
2014-03-27,1515,1024,1939,10128,950000
2014-06-16,1515,1230,1981,10128,4300000
2014-09-15,1515,1244,1981,10128,2220000
2014-06-25,1515,1325,1981,10128,796666
2014-10-28,1515,1327,1981,10128,4395000
2014-06-30,1515,1330,1981,10128,10600000
2014-06-30,1515,1358,1981,10128,2900000
2014-08-20,1515,1362,1981,10128,2300000
2014-01-29,1515,1412,1981,10128,815000
2014-05-07,1515,1445,1981,10128,1080000
2014-05-30,1515,1629,0,10128,680000
2014-06-12,1515,1647,0,10128,772000
2014-02-11,1515,1647,0,10128,658333
2014-11-21,1515,1705,0,10128,2960000
2014-04-03,1515,1710,0,10128,2275000
2014-07-15,1515,1732,0,10128,1150000
2014-02-05,1515,1770,0,10128,1440018
2014-05-14,1515,1778,0,10128,1330000
2014-07-11,1515,1780,0,10128,1528800
2014-10-17,1516,1031,1928,10128,510000
2014-07-10,1516,1032,1928,10128,490000
2014-12-29,1517,1009,1929,10128,700000
2014-10-07,1517,1016,1929,10128,730000
2014-07-09,1517,1054,1929,10128,890000
2014-05-30,1517,1057,1929,10128,840000
2014-04-01,1517,1108,1927,10128,2966423
2014-05-12,1517,1109,1927,10128,1573196
2014-04-29,1517,1110,1927,10128,2800188
2014-07-31,1517,1116,1927,10128,3920262
2014-03-12,1517,1120,1927,10128,857756
2014-02-24,1517,1124,1927,10128,5600375
2014-04-17,1517,1144,1927,10128,7672500
2014-11-26,1517,1146,1927,10128,3650000
2014-03-12,1517,1151,1927,10128,4995169
2014-08-12,1517,1152,1927,10128,4887600
2014-05-27,1517,1155,1927,10128,9077079
2014-02-05,1517,1157,1927,10128,5146537
2014-09-18,1517,1158,1927,10128,4989425
2014-05-14,1517,1160,1927,10128,7568437
2014-05-07,1517,1161,1927,10128,3818438
2014-03-14,1517,1162,1927,10128,4875000
2014-08-05,1517,1163,1927,10128,6227006
2014-07-17,1517,1169,1927,10128,9039037
2014-12-18,1517,1170,1927,10128,3022329
2014-08-11,1517,1171,1927,10128,6414975
2014-01-22,1518,1011,1962,10128,425000
2014-10-01,1518,1028,1962,10128,670000
2014-08-21,1518,1060,1962,10128,953000
2014-09-17,1518,1062,1962,10128,1515000
2014-09-16,1518,1077,1962,10128,527000
2014-02-21,1519,1009,2003,10128,1985000
2014-08-13,1519,1023,2003,10128,1425000
2014-01-31,1519,1027,2003,10128,1320000
2014-01-30,1519,1042,2003,10128,3050000
2014-08-05,1519,1053,2003,10128,2709000
2014-05-13,1521,1004,0,10128,1454000
2014-10-20,1521,1032,0,10128,3250000
2014-05-12,1524,1005,1928,10128,1550000
2014-08-06,1524,1030,1928,10128,2120000
2014-03-28,1524,1031,1928,10128,2100000
2014-12-18,1526,1015,0,10075,2300000
2014-05-16,1526,1029,0,10075,2776000
2014-06-03,1526,1031,0,10075,1200000
2014-03-20,1526,1081,0,10075,1940000
2014-07-30,1526,1085,0,10075,3835000
2014-09-22,1526,1225,0,10075,1025000
2014-01-14,1526,1231,0,10075,573400
2014-01-29,1526,1242,0,10075,1575000
2014-12-03,1526,1247,0,10075,950000
2014-01-16,1526,1253,0,10075,1050000
2014-06-02,1526,1254,0,10075,1070162
2014-06-23,1527,1020,1984,10028,1690000
2014-09-11,1527,1033,1984,10028,2175000
2014-07-10,1527,1101,0,10028,3605875
2014-06-10,1527,1106,0,10028,575000
2014-11-21,1527,1112,0,10028,699000
2014-05-23,1527,1112,0,10028,305000
2014-07-14,1527,1113,0,10028,685000
2014-10-15,1527,1131,0,10028,649000
2014-07-08,1527,1138,0,10028,640000
2014-12-16,1531,1017,2007,10028,2262500
2014-03-04,1531,1038,2007,10028,1603750
2014-01-29,1531,1055,2007,10028,840000
2014-04-30,1531,1087,2007,10028,2450000
