FULL ADDRESS,FIRST SALE,FIRST PRICE,LAST SALE,LAST PRICE,PRICE CHANGE,PERIOD,DAILY PRICE CHANGE
"157 EAST 74TH   STREET, 5B/5C",2007-01-11,4150000,2007-12-20,4795000,645000,343,1880.466472303207
"219 WEST 81ST   STREET, 12D",2009-07-31,1220000,2010-08-11,1925000,705000,376,1875.0
"340 EAST 64TH STREET, 11J",2009-08-05,700000,2010-11-16,1575000,875000,468,1869.6581196581196
"200 EAST 69TH STREET, 39B",2010-05-05,1750000,2014-03-06,4368292,2618292,1401,1868.8736616702356
"60 RIVERSIDE BOULEVARD, 1911",2012-01-06,3057750,2013-07-18,4100000,1042250,559,1864.490161001789
"252 7 AVENUE, PH-D",2004-09-23,2575000,2011-03-31,7000000,4425000,2380,1859.2436974789916
"60 RIVERSIDE BOULEVARD, 3902",2011-08-29,6723450,2015-10-02,9500000,2776550,1495,1857.2240802675585
"157 EAST 84TH   STREET, 2",2011-07-01,7407768,2013-08-16,8850000,1442232,777,1856.1544401544402
"101 WARREN STREET, 2840",2008-12-31,6318241,2014-06-11,10000000,3681759,1988,1851.991448692153
"25 CENTRAL PARK WEST, 9C",2003-11-22,1130000,2004-08-02,1600000,470000,254,1850.3937007874015
"721 5 AVENUE, 43D",2004-08-18,1300000,2005-01-14,1575000,275000,149,1845.6375838926174
"7 HUBERT STREET, 7C",2010-03-18,5280000,2011-02-17,5900000,620000,336,1845.2380952380952
"30 EAST 85 STREET, 18A",2003-11-24,2800000,2004-03-17,3010000,210000,114,1842.1052631578948
"382 CENTRAL PARK WEST, 1B",2017-08-16,600000,2018-02-09,926000,326000,177,1841.8079096045199
"200 CHAMBERS STREET, 5N",2007-03-15,687318,2007-06-25,875000,187682,102,1840.0196078431372
"252 7 AVENUE, PH-R",2003-04-01,250000,2007-08-29,3200000,2950000,1611,1831.1607697082557
"88 GREENWICH STREET, 2104",2014-02-19,425000,2014-12-11,965000,540000,295,1830.5084745762713
"133 NORFOLK STREET, R-2",2005-07-20,800000,2006-08-14,1513687,713687,390,1829.9666666666667
"345 WEST 14TH   STREET, 7A",2013-07-12,3640243,2014-07-09,4300000,659757,362,1822.5331491712707
"216 EAST 47TH   STREET, 22A",2012-08-10,300000,2012-12-20,540000,240000,132,1818.1818181818182
"124 8 AVENUE, 5L",2003-11-26,746791,2004-07-30,1195000,448209,247,1814.6113360323886
"301 WEST 57TH STREET, 40C",2014-12-18,4000000,2016-11-07,5250000,1250000,690,1811.5942028985507
"300 EAST 77TH   STREET, 20A",2008-04-30,750000,2012-06-18,3481481,2731481,1510,1808.9278145695364
"706 RIVERSIDE DRIVE, 8D",2012-04-17,144000,2013-02-13,690000,546000,302,1807.9470198675497
"31-33 NORTH MOORE STREET, 3E",2004-02-12,2900000,2006-07-17,4500000,1600000,886,1805.8690744920993
"15 BROAD STREET, 2510",2006-07-05,1400093,2007-03-14,1855000,454907,252,1805.186507936508
"40 BOND STREET, 4C",2007-07-12,4887600,2008-05-05,5425000,537400,298,1803.3557046979865
"5 FRANKLIN PLACE, 8B",2016-01-25,1102500,2016-08-05,1450000,347500,193,1800.518134715026
"25 COLUMBUS CIRCLE, ST58C",2004-06-10,4538285,2008-03-06,6995000,2456715,1365,1799.7912087912089
"250 MANHATTAN AVENUE, 2B",2015-11-12,600000,2016-05-20,941881,341881,190,1799.3736842105263
"388 WEST BROADWAY, 2",2003-04-08,2240150,2007-06-20,5000000,2759850,1534,1799.1199478487615
"30 WEST 63RD   STREET, 26PR",2010-11-16,2261788,2014-02-14,4395000,2133212,1186,1798.6610455311973
"15 CENTRAL PARK WEST, 6H",2007-10-15,978737,2014-06-09,5337500,4358763,2429,1794.4680938657884
"25 COLUMBUS CIRCLE, ST59E",2004-01-28,2117828,2007-09-19,4500000,2382172,1330,1791.1067669172933
"250 WEST STREET, 4F",2013-03-08,2708545,2014-09-05,3685000,976455,546,1788.3791208791208
"21 ASTOR PLACE, 7D",2004-03-18,3411138,2008-04-30,6100000,2688862,1504,1787.8071808510638
"3 WOOSTER STREET, PH",2008-04-09,1529933,2015-04-21,6100000,4570067,2568,1779.6211059190032
"80 RIVERSIDE BOULEVARD, 33C/D",2010-03-17,5025471,2014-12-09,8100000,3074529,1728,1779.2413194444443
"1485 5 AVENUE, 2628C",2012-10-11,3054750,2018-03-30,6600000,3545250,1996,1776.1773547094188
"8 EAST 12TH   STREET, 11",2010-04-30,1250000,2013-03-08,3100000,1850000,1043,1773.7296260786193
"315 SEVENTH AVENUE, 12B",2007-03-28,541910,2007-06-28,705000,163090,92,1772.7173913043478
"366 WEST 15 STREET, 5E",2003-11-13,1624109,2005-02-28,2462500,838391,473,1772.4968287526426
"250 WEST STREET, 3C",2013-02-22,3321531,2016-03-22,5312500,1990969,1124,1771.3247330960853
"8 THOMAS STREET, 1",2010-10-20,1614600,2012-06-25,2700000,1085400,614,1767.7524429967427
"15 CENTRAL PARK WEST, 2D",2008-07-25,4327562,2011-12-06,6500000,2172438,1229,1767.646867371847
"395 BROADWAY, 5A",2015-01-02,1850000,2015-11-10,2400000,550000,312,1762.820512820513
"30 CROSBY STREET, 3A",2010-03-31,4800000,2015-12-29,8500000,3700000,2099,1762.7441638875655
"7 HUBERT STREET, 7A",2004-08-17,3029293,2011-07-29,7500000,4470707,2537,1762.2022073314938
"2000 BROADWAY, 7E",2012-08-31,800000,2015-02-27,2400000,1600000,910,1758.2417582417581
"200 EAST 89 STREET, 12H",2003-10-27,44516,2004-05-27,419000,374484,213,1758.1408450704225
"15 BROAD STREET, 1212",2006-05-08,931698,2007-05-24,1600000,668302,381,1754.0734908136483
"30 WEST 63RD   STREET, 22CD",2010-11-11,3005111,2013-03-13,4500000,1494889,853,1752.5076201641266
"16 DESBROSSES STREET, 5/6S",2009-10-20,2572499,2016-10-19,7050000,4477501,2556,1751.7609546165884
"21 EAST 66TH   STREET, 5W",2012-06-11,3650000,2015-06-30,5600000,1950000,1114,1750.4488330341112
"145 HUDSON STREET, 8A",2011-12-16,7229575,2016-09-08,10250000,3020425,1728,1747.9311342592594
"55 WEST 131ST STREET, F-3",2017-01-26,338558,2017-08-14,688000,349442,200,1747.21
"160 WOOSTER STREET, 2C",2013-09-23,2965000,2014-03-31,3295000,330000,189,1746.031746031746
"22 MERCER STREET, 3B",2008-01-17,1292741,2010-06-07,2812500,1519759,872,1742.842889908257
"15 CENTRAL PARK WEST, 6E",2007-11-12,5243987,2015-09-03,10200000,4956013,2852,1737.7324684431978
"170 EAST END AVENUE, PH1A",2009-07-01,11811700,2014-04-16,14850000,3038300,1750,1736.1714285714286
"15 CENTRAL PARK WEST, 3E",2007-11-02,4989425,2014-09-05,9325000,4335575,2499,1734.9239695878352
"100 WEST 93RD STREET, 26H",2007-12-20,471651,2008-07-31,860000,388349,224,1733.700892857143
"150 CHARLES STREET, 4CS",2015-08-25,8686635,2018-02-13,10250000,1563365,903,1731.3012181616832
"245 10TH   AVENUE, 11/6W",2012-04-26,2876556,2014-08-28,4350000,1473444,854,1725.344262295082
"81 SPRING STREET, 5",2006-01-18,7250000,2008-05-08,8700000,1450000,841,1724.1379310344828
"15 CHARLES STREET, 16B",2003-12-17,350000,2007-09-10,2695000,2345000,1363,1720.4695524578137
"7 BOND STREET, 6C",2009-07-16,3750000,2012-10-24,5800000,2050000,1196,1714.046822742475
"2148 BROADWAY, 11F",2011-10-03,4120000,2013-10-21,5400000,1280000,749,1708.9452603471295
"534 HUDSON STREET, 3D",2007-08-06,1995000,2008-06-12,2525000,530000,311,1704.1800643086817
"299 WEST 12TH   STREET, PHC",2008-06-16,5250000,2014-06-26,9000000,3750000,2201,1703.7710131758292
"415 GREENWICH STREET, 7F",2010-05-20,3450000,2014-10-23,6200000,2750000,1617,1700.6802721088436
"22 WEST 66TH   STREET, 10",2007-12-27,300000,2012-08-29,3200000,2900000,1707,1698.8869361452842
"505 GREENWICH STREET, 12E",2005-04-14,1624108,2005-08-25,1850000,225892,133,1698.436090225564
"80 RIVERSIDE BOULEVARD, 25D",2012-11-19,3057250,2014-11-06,4275000,1217750,717,1698.3960948396095
"135 EAST 54TH   STREET, 5D",2013-06-20,1500000,2014-09-05,2250000,750000,442,1696.8325791855204
"768 5 AVENUE, 1308",2007-08-15,2094191,2008-04-10,2499000,404809,239,1693.7615062761506
"200 11TH   AVENUE, 6N",2010-10-22,5498550,2015-01-22,8125000,2626450,1553,1691.2105602060528
"15 CENTRAL PARK WEST, 29D",2007-12-18,9907572,2015-05-26,14500000,4592428,2716,1690.8792341678939
"845 UNITED NATIONS PLAZA, 40E",2006-12-06,1700000,2007-11-07,2268000,568000,336,1690.4761904761904
"7 BOND STREET, PHA",2013-06-28,9200000,2018-01-10,12000000,2800000,1657,1689.8008449004224
"252 7 AVENUE, 15O",2003-11-09,1635000,2006-01-25,2999500,1364500,808,1688.7376237623762
"1992 BROADWAY, 21-B",2003-08-12,577736,2004-05-28,1067255,489519,290,1687.996551724138
"93 WORTH STREET, 502",2014-03-03,3258400,2015-07-15,4100000,841600,499,1686.573146292585
"101 WARREN STREET, 2820",2009-12-15,3400000,2014-06-06,6150000,2750000,1634,1682.9865361077111
"15 CENTRAL PARK WEST, 7H",2007-11-19,1832850,2010-01-20,3162500,1329650,793,1676.733921815889
"1992 BROADWAY, 23-B",2003-08-12,577736,2004-07-20,1151777,574041,343,1673.5889212827988
"845 UNITED NATIONS PLAZA, 86A",2008-01-03,9877025,2016-01-29,14800000,4922975,2948,1669.9372455902308
"1992 BROADWAY, 23-E",2003-08-12,388263,2004-07-22,964363,576100,345,1669.855072463768
"25 COLUMBUS CIRCLE, ST74B",2005-01-05,12231118,2010-08-16,15650000,3418882,2049,1668.5612493899464
"15 EAST 26TH STREET, 10F",2009-11-16,2698362,2013-08-29,5000000,2301638,1382,1665.4399421128799
"166 EAST 63RD   STREET, 11B",2011-08-24,470000,2017-04-18,3900000,3430000,2064,1661.8217054263566
"505 GREENWICH STREET, 10D",2005-03-03,2087412,2007-05-23,3435000,1347588,811,1661.6374845869298
"261 WEST 25TH   STREET, GRDND",2016-04-21,2591446,2017-01-24,3050000,458554,278,1649.474820143885
"15 EAST 26TH   STREET, 15AB",2010-04-12,10284325,2018-04-30,15120000,4835675,2940,1644.7874149659865
"1992 BROADWAY, 22-E",2003-08-12,388263,2004-07-19,950677,562414,342,1644.485380116959
"1992 BROADWAY, 24-B",2003-08-12,577736,2004-08-06,1168968,591232,360,1642.3111111111111
"160 WEST 66TH STREET, 46E",2013-04-23,2950000,2014-09-23,3800000,850000,518,1640.9266409266409
"17 ORCHARD STREET, 2-F",2013-02-12,456300,2013-08-01,735000,278700,170,1639.4117647058824
"1 CENTRAL PARK WEST, 27B",2003-03-12,2300000,2005-11-28,3925000,1625000,992,1638.1048387096773
"240 WEST END AVENUE, 13C/D",2011-04-14,1300000,2012-09-14,2150000,850000,519,1637.7649325626205
"15 CHARLES STREET, 5F",2005-12-22,700000,2006-06-08,975000,275000,168,1636.904761904762
"250 WEST STREET, 10E",2013-04-22,2779822,2015-05-08,4000000,1220178,746,1635.6273458445041
"505 GREENWICH STREET, 3G",2008-03-12,985000,2013-01-28,3900000,2915000,1783,1634.8850252383622
"250 WEST STREET, 9E",2013-04-03,2754366,2014-11-03,3700000,945634,579,1633.2193436960276
"40 MERCER STREET, 40",2007-06-04,7076837,2014-06-11,11250000,4173163,2564,1627.598673946958
"15 CENTRAL PARK WEST, 10C",2008-03-26,11536772,2014-11-07,15463500,3926728,2417,1624.6288787753413
"144 WEST 27TH   STREET, 7R",2012-11-15,1650000,2015-05-14,3125000,1475000,910,1620.8791208791208
"15 CENTRAL PARK WEST, 33A",2008-06-16,10997100,2015-11-09,15375000,4377900,2702,1620.2442635085122
"77 READE STREET, 2A",2012-06-04,3716613,2015-03-30,5379000,1662387,1029,1615.536443148688
"530 EAST 76TH   STREET, 28AHK",2010-08-19,3249500,2013-12-10,5200000,1950500,1209,1613.3167907361455
"15 RENWICK STREET, 402",2016-02-24,2090467,2017-05-09,2800000,709533,440,1612.575
"188 EAST 64TH STREET, 2701",2006-11-30,860000,2009-06-12,2350000,1490000,925,1610.8108108108108
"144 WEST 18TH STREET, 200E",2003-11-07,1934675,2005-06-20,2885000,950325,591,1607.9949238578681
"421 HUDSON STREET, 506",2014-04-03,1810000,2017-03-02,3520000,1710000,1064,1607.142857142857
"111 MERCER STREET, 3",2013-10-21,4327562,2015-05-20,5250000,922438,576,1601.454861111111
"2 RIVER TERRACE, 14J",2012-12-05,4000000,2016-09-09,6200000,2200000,1374,1601.1644832605532
"279 CENTRAL PARK WEST, 11B",2007-03-29,4750000,2011-08-08,7300000,2550000,1593,1600.75329566855
"677 WASHINGTON STREET, 2ET",2011-08-01,2200000,2013-12-23,3600000,1400000,875,1600.0
"120 RIVERSIDE BOULEVARD, 403",2012-12-26,585000,2013-11-13,1100000,515000,322,1599.3788819875776
"515 PARK AVENUE, 29",2005-07-28,10875000,2011-10-12,14500000,3625000,2267,1599.0295544772828
"66 ST NICHOLAS AVENUE, 7F",2013-12-12,390000,2014-04-07,575000,185000,116,1594.8275862068965
"900 PARK AVENUE, 3E",2003-08-06,1050000,2004-08-10,1640000,590000,370,1594.5945945945946
"610 PARK AVENUE, 6E",2005-06-24,3500000,2006-09-07,4200000,700000,440,1590.909090909091
"2109 BROADWAY, 16-16",2008-12-12,7200000,2015-06-30,11000000,3800000,2391,1589.293182768716
"400 EAST 51 STREET, 21A",2003-05-16,3374481,2006-12-15,5450000,2075519,1309,1585.576012223071
"845 UNITED NATIONS PLAZA, 77B",2008-08-05,6200000,2013-06-06,9000000,2800000,1766,1585.5039637599093
"56 LEONARD STREET, 20BE",2016-05-11,3884990,2017-11-08,4750000,865010,546,1584.2673992673992
"30 EAST 85TH STREET, 10E",2014-07-22,5075000,2016-08-02,6250000,1175000,742,1583.55795148248
"250 WEST STREET, 5E",2013-03-28,3008928,2014-12-17,4000000,991072,629,1575.631160572337
"77 HORATIO STREET, GA",2012-07-03,2086256,2013-02-19,2450000,363744,231,1574.6493506493507
"422 EAST 72ND   STREET, 26B",2007-04-12,760000,2010-02-17,2400000,1640000,1042,1573.8963531669865
"101 WARREN STREET, 2010",2009-10-02,3410842,2014-09-10,6250000,2839158,1804,1573.8126385809312
"2211 BROADWAY, 3L",2014-01-17,5600375,2015-08-12,6500000,899625,572,1572.770979020979
"350 WEST 42 STREET, 24E",2006-07-25,602804,2006-11-02,760000,157196,100,1571.96
"141 EAST 88TH   STREET, 10C",2014-07-17,9039037,2015-07-09,9600000,560963,357,1571.3249299719887
"125 CENTRAL PARK NORTH, 2A",2006-08-29,936790,2007-02-12,1199000,262210,167,1570.1197604790418
"1280 5 AVENUE, 5B",2012-09-05,1600000,2013-06-07,2031408,431408,275,1568.7563636363636
"5 FRANKLIN PLACE, 14B",2016-03-07,1173533,2016-11-02,1550000,376467,240,1568.6125
"1992 BROADWAY, 23-F",2003-08-12,466533,2004-07-22,1007069,540536,345,1566.7710144927537
"200 CHAMBERS STREET, 5C",2007-03-19,1741207,2007-11-19,2125000,383793,245,1566.5020408163266
"1641 THIRD AVENUE, 22F",2005-02-07,765000,2005-08-24,1075000,310000,198,1565.6565656565656
"175 EAST 2ND STREET, 2B",2005-10-25,515000,2006-02-17,695000,180000,115,1565.2173913043478
"15 CENTRAL PARK WEST, 7G",2007-10-30,3309312,2011-10-21,5575000,2265688,1452,1560.3911845730026
"123 WASHINGTON STREET, 36A",2013-09-19,1380672,2014-02-26,1630000,249328,160,1558.3
"157 WEST 74 STREET, 1R",2003-04-30,1624109,2004-09-09,2400000,775891,498,1558.0140562248996
"220, 20D",2003-03-21,666954,2003-08-05,880000,213046,137,1555.0802919708028
"145 EAST 76TH STREET, 2B",2009-08-07,2600000,2014-10-20,5550000,2950000,1900,1552.6315789473683
"505 GREENWICH STREET, 2D",2005-01-25,1680112,2008-01-08,3350000,1669888,1078,1549.061224489796
"1992 BROADWAY, 22-F",2003-08-12,466533,2004-07-19,995221,528688,342,1545.8713450292398
"85 LEONARD STREET, 4",2009-12-08,1289783,2013-04-01,3160000,1870217,1210,1545.6338842975206
"305 EAST 108 STREET, 2G",2006-07-05,575000,2006-12-14,825000,250000,162,1543.20987654321
"60 RIVERSIDE BOULEVARD, 3403",2012-03-26,3937163,2014-10-30,5400000,1462837,948,1543.0770042194092
"240 EAST 41 STREET, 2G",2005-11-21,165000,2006-11-03,700000,535000,347,1541.78674351585
"230 WEST 56 STREET, 66C",2003-06-05,1344090,2007-01-30,3400000,2055910,1335,1540.0074906367042
"120 RIVERSIDE BOULEVARD, 4D",2005-12-20,933531,2006-05-26,1175000,241469,157,1538.0191082802548
"160 CENTRAL PARK SOUTH, 3101",2012-12-27,1943700,2015-01-09,3086000,1142300,743,1537.4158815612382
"534 HUDSON STREET, 5B",2009-07-09,2225000,2014-01-15,4762000,2537000,1651,1536.6444579043005
"333 EAST 34 STREET, 6E",2004-01-27,370110,2004-08-04,661862,291752,190,1535.536842105263
"250 EAST 53RD STREET, 707",2008-05-16,2009858,2008-11-21,2300000,290142,189,1535.142857142857
"56 LEONARD STREET, 41BE",2016-09-15,4238965,2017-08-14,4750000,511035,333,1534.6396396396397
"100 UNITED NATIONS PLAZA, 29C",2004-11-10,1000000,2005-06-07,1320000,320000,209,1531.1004784688996
"62 WEST 62 STREET, PHA",2004-04-14,4495000,2006-01-31,5500000,1005000,657,1529.6803652968038
"111 WEST 67TH   STREET, 21-B",2012-01-27,875000,2014-08-18,2300000,1425000,934,1525.695931477516
"11 VESTRY STREET, 2R",2008-04-24,100000,2013-06-20,2972500,2872500,1883,1525.4912373871482
"200 EAST 69TH STREET, 42A",2005-01-20,4220000,2006-10-03,5165000,945000,621,1521.7391304347825
"1992 BROADWAY, 20-M",2003-08-12,444022,2004-06-07,900439,456417,300,1521.39
"1992 BROADWAY, 21-M",2003-08-12,444022,2004-06-15,912286,468264,308,1520.3376623376623
"475 BROADWAY, 3E",2004-05-13,1578288,2006-05-22,2700000,1121712,739,1517.8782138024358
"200 EAST 58TH STREET, 8G",2004-10-27,340000,2005-02-16,510000,170000,112,1517.857142857143
"502 PARK AVENUE, 17E",2005-02-22,1069162,2005-10-31,1450000,380838,251,1517.2828685258964
"181 HUDSON STREET, 4B",2010-04-02,1350000,2017-04-17,5250000,3900000,2572,1516.329704510109
"1760 SECOND AVENUE, 24C",2004-08-26,1600000,2005-12-09,2312500,712500,470,1515.9574468085107
"15 BROAD ST, 904",2007-05-29,763687,2007-10-22,985000,221313,146,1515.8424657534247
"260 PARK AVENUE SOUTH, 10D",2010-02-08,3275000,2012-12-14,4850000,1575000,1040,1514.423076923077
"305 EAST 51ST   STREET, RU7C",2015-07-29,2332167,2016-06-02,2800000,467833,309,1514.022653721683
"25 COLUMBUS CIRCLE, ST70B",2005-06-16,12129283,2009-10-01,14500000,2370717,1568,1511.936862244898
"130 FULTON STREET, 8B",2006-06-23,2214693,2007-03-05,2600000,385307,255,1511.007843137255
"505 GREENWICH STREET, 2G",2005-01-18,501930,2009-10-05,3100000,2598070,1721,1509.6281231841951
"260 WEST BROADWAY, 11A",2006-03-22,7350000,2013-10-02,11500000,4150000,2751,1508.5423482370047
"151 WEST 17 STREET, PHD",2003-10-30,2700000,2005-04-29,3525000,825000,547,1508.2266910420476
"123 WASHINGTON STREET, 41B",2013-09-19,2030400,2015-01-26,2775000,744600,494,1507.2874493927125
"32 WEST 18TH   STREET, 11A",2007-08-16,4073000,2008-07-31,4600000,527000,350,1505.7142857142858
"20 WEST 53RD   STREET, 23B",2014-09-29,2698362,2016-01-08,3400000,701638,466,1505.6609442060085
"23 WEST 116 STREET, 4B",2014-12-30,721685,2016-01-19,1300000,578315,385,1502.1168831168832
"80 COLUMBUS CIRCLE, NT64D",2004-07-08,4327562,2009-10-06,7200000,2872438,1916,1499.1847599164928
"253 WEST 73RD   STREET, 6B",2009-11-25,827500,2014-02-05,3125000,2297500,1533,1498.6953685583824
"63 DOWNING STREET, 9B",2011-09-15,3200000,2014-10-24,4900000,1700000,1135,1497.7973568281939
"255 HUDSON STREET, 7A",2006-09-29,1929583,2007-12-21,2600000,670417,448,1496.466517857143
"40 MERCER STREET, 32",2007-05-17,5931306,2013-10-25,9450000,3518694,2353,1495.4075648108796
"768 5 AVENUE, 607",2011-12-02,13050000,2015-06-30,15000000,1950000,1306,1493.1087289433385
"143 AVENUE B, 5A",2012-01-17,700000,2013-10-21,1660000,960000,643,1493.0015552099533
"80 COLUMBUS CIRCLE, NT67E",2004-03-18,2367431,2008-04-29,4600000,2232569,1503,1485.408516300732
"300 EAST 62ND   STREET, 31-PH",2014-04-11,1950000,2015-12-15,2860000,910000,613,1484.5024469820555
"25 NORTH MOORE STREET, 17APH",2005-08-17,8250000,2011-02-01,11210000,2960000,1994,1484.4533600802408
"1992 BROADWAY, 24-E",2003-08-12,388263,2004-09-13,978046,589783,398,1481.8668341708542
"641 FIFTH AVENUE, 32H",2006-12-22,3050000,2007-04-12,3214362,164362,111,1480.7387387387387
"325 FIFTH AVENUE, 30B",2007-01-03,1547740,2007-08-29,1900000,352260,238,1480.0840336134454
"52 PARK AVENUE, 17",2013-04-04,1842500,2015-11-12,3250000,1407500,952,1478.4663865546217
"333 RECTOR PLACE, 205",2012-04-26,1895000,2014-07-21,3100000,1205000,816,1476.7156862745098
"150 EAST 86TH   STREET, 8C",2011-03-21,3767525,2015-03-06,5900000,2132475,1446,1474.740663900415
"1 CENTRAL PARK WEST, 30A",2004-05-27,6400000,2012-03-14,10600000,4200000,2848,1474.7191011235955
"225 5 AVENUE, 6T",2007-04-05,799326,2007-07-23,960000,160674,109,1474.073394495413
"345 GRAND STREET, 5",2005-05-25,1374637,2006-04-13,1850000,475363,323,1471.7120743034056
"1 CENTRAL PARK WEST, 31E",2005-11-01,2500000,2006-06-27,2850000,350000,238,1470.5882352941176
"10 WEST STREET, 19E",2003-10-01,787500,2005-10-27,1900000,1112500,757,1469.6169088507265
"80 CHAMBERS STREET, 10A",2014-06-06,2900005,2015-11-12,3670000,769995,524,1469.456106870229
"25 CENTRAL PARK WEST, 3B",2013-07-29,2150000,2014-09-11,2750000,600000,409,1466.992665036675
"151 WEST 17 STREET, 2A",2003-10-30,1578288,2005-02-11,2267500,689212,470,1466.408510638298
"60 RIVERSIDE BOULEVARD, 3702",2012-03-20,6443431,2016-10-11,8885000,2441569,1666,1465.5276110444177
"230 WEST 56 STREET, 51F",2003-04-02,1237174,2003-11-12,1565000,327826,224,1463.5089285714287
"123 WASHINGTON STREET, 44B",2013-09-19,2030400,2015-02-10,2775000,744600,509,1462.86836935167
"2148 BROADWAY, 7F",2011-09-01,4093365,2014-09-30,5739000,1645635,1125,1462.7866666666666
"481 WASHINGTON STREET, 4S",2013-01-03,4280596,2016-03-14,5985000,1704404,1166,1461.7530017152658
"195 HUDSON STREET, 3B",2013-02-01,2725000,2016-09-08,4643225,1918225,1315,1458.726235741445
"500 PARK AVENUE, 30B",2003-11-14,2000000,2009-12-22,5250000,3250000,2230,1457.3991031390135
"1992 BROADWAY, 21-H",2003-08-12,403077,2004-05-24,819691,416614,286,1456.6923076923076
"171 WEST 57TH STREET, 8B",2005-01-10,2995000,2007-05-22,4250000,1255000,862,1455.9164733178654
"15 UNION SQUARE WEST, 32",2011-05-20,8750000,2014-09-03,10500000,1750000,1202,1455.9068219633943
"2770 BROADWAY, 9C",2004-12-16,1985587,2005-07-20,2300000,314413,216,1455.6157407407406
"456 WEST 19TH   STREET, 2/3F",2010-09-20,2749275,2013-01-11,3975000,1225725,844,1452.2808056872038
"147 WAVERLY PLACE, 8",2008-03-24,5753112,2015-07-30,9650000,3896888,2684,1451.8956780923993
